ISSUER_NAME,ISSUERID,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,IVA_RATING_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,CORPORATE_GOV_THEME_SCORE,CORPORATE_GOV_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,BUSINESS_ETHICS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,CARBON_EMISSIONS_EXP_SCORE,CARBON_EMISSIONS_MGMT_SCORE,ENERGY_EFFICIENCY_SCORE,ENERGY_EFFICIENCY_WEIGHT,ENERGY_EFFICIENCY_EXP_SCORE,ENERGY_EFFICIENCY_MGMT_SCORE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_WEIGHT,PROD_CARB_FTPRNT_EXP_SCORE,PROD_CARB_FTPRNT_MGMT_SCORE,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,INS_CLIMATE_CHG_RISK_EXP_SCORE,INS_CLIMATE_CHG_RISK_MGMT_SCORE,WATER_STRESS_SCORE,WATER_STRESS_WEIGHT,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,BIODIV_LAND_USE_EXP_SCORE,BIODIV_LAND_USE_MGMT_SCORE,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_WEIGHT,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_WEIGHT,FINANCING_ENV_IMP_EXP_SCORE,FINANCING_ENV_IMP_MGMT_SCORE,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WSTE_WEIGHT,TOXIC_EMISS_WSTE_EXP_SCORE,TOXIC_EMISS_WSTE_MGMT_SCORE,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_EXP_SCORE,PACK_MAT_WASTE_MGMT_SCORE,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_EXP_SCORE,E_WASTE_MGMT_SCORE,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_WEIGHT,OPPS_CLN_TECH_EXP_SCORE,OPPS_CLN_TECH_MGMT_SCORE,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_GREEN_BUILDING_EXP_SCORE,OPPS_GREEN_BUILDING_MGMT_SCORE,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_WEIGHT,OPPS_RENEW_ENERGY_EXP_SCORE,OPPS_RENEW_ENERGY_MGMT_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HLTH_SAFETY_MGMT_SCORE,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_WEIGHT,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_WEIGHT,SUPPLY_CHAIN_LAB_EXP_SCORE,SUPPLY_CHAIN_LAB_MGMT_SCORE,CONTROV_SRC_SCORE,CONTROV_SRC_WEIGHT,CONTROV_SRC_EXP_SCORE,CONTROV_SRC_MGMT_SCORE,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_WEIGHT,PROD_SFTY_QUALITY_EXP_SCORE,PROD_SFTY_QUALITY_MGMT_SCORE,CHEM_SAFETY_SCORE,CHEM_SAFETY_WEIGHT,CHEM_SAFETY_EXP_SCORE,CHEM_SAFETY_MGMT_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_WEIGHT,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_WEIGHT,FIN_PROD_SAFETY_EXP_SCORE,FIN_PROD_SAFETY_MGMT_SCORE,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_WEIGHT,RESPONSIBLE_INVEST_EXP_SCORE,RESPONSIBLE_INVEST_MGMT_SCORE,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_WEIGHT,INS_HLTH_DEMO_RISK_EXP_SCORE,INS_HLTH_DEMO_RISK_MGMT_SCORE,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_WEIGHT,OPPS_NUTRI_HLTH_EXP_SCORE,OPPS_NUTRI_HLTH_MGMT_SCORE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_COMM_EXP_SCORE,ACCESS_TO_COMM_MGMT_SCORE,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_WEIGHT,ACCESS_TO_HLTHCRE_EXP_SCORE,ACCESS_TO_HLTHCRE_MGMT_SCORE,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_FIN_EXP_SCORE,ACCESS_TO_FIN_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_WEIGHT,CORRUPTION_INST_SCORE,CORRUPTION_INST_WEIGHT,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_WEIGHT,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_WEIGHT,ANTICOMP_PRACT_MGMT_SCORE,FINANCIAL_SYS_INST_SCORE,FINANCIAL_SYS_INST_WEIGHT,FINANCIAL_SYS_INST_EXP_SCORE,FINANCIAL_SYS_INST_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,GM_HOME_MARKET,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,STATE_OWNED_ENTERPRISE,COMM_REL_SCORE,COMM_REL_WEIGHT,COMM_REL_RISK_EXP_SCORE,COMM_REL_MGMT_SCORE,CORP_BEHAV_SCORE,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_ETHICS_SCORE,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,TAX_TRANSP_SCORE,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,BUS_ETHICS_GOV_PILLAR_SD,CORP_GOVERNANCE_GOV_PILLAR_SD,ACCOUNTING_GOV_PILLAR_SD,BOARD_GOV_PILLAR_SD,OWNERSHIP_GOV_PILLAR_SD,PAY_GOV_PILLAR_SD,AUDIT_COMMITTEE_MEETINGS_HELD,AUDITOR_SINCE,AVG_DIRECTOR_TENURE,AVG_IND_DIRECTOR_TENURE,BOARD_MEETINGS_HELD,BOARD_REELECTION_FREQUENCY,CLAWBACK_TYPE,CONTROLLED_VIA_STOCK_PYRAMID,DIRECTORS_OVER_70_PCT,EMPLOYEE_REPS,EMPLOYEE_REPS_PCT,GOLDEN_SHARE,HAS_CORPORATE_PARENT,COUNTRY_OF_INCORPORATION,IND_INDUSTRY_EXPERTS,INSIDE_DIRECTORS_PCT,LEGAL_FORM,OTHER_DIRECTORSHIPS_MAX,DIRECTOR_FEES_MAX,DIRECTOR_FEES_MEDIAN,NOM_COMMITTEE_EXISTS,NOM_COMMITTEE_IND_PCT,NOM_COMMITTEE_MEETINGS_HELD,NON_AUDIT_FEES,AUDITS_COMP_BY_CURRENT_AUDITOR,PAY_COMMITTEE_MEETINGS_HELD,STATE_OF_INCORPORATION,VOTES_PER_SHARE_CLASS_1,VOTES_PER_SHARE_CLASS_2,VOTES_PER_SHARE_CLASS_3,CROSS_SH_VOTES_1,CROSS_SH_VOTES_2,CROSS_SH_VOTES_3,BOARD_IND_MGMT_OTHER_PCT,BOARD_IND_OTHER_INT_PCT,NOM_COMMITTEE_MGMT_OTHER_PCT,NOM_COMMITTEE_IND_OTHER_PCT,BOARD_MAJORITY_IND_OF_OTHER_INT,BOARD_MAJORITY_IND_OTHER_INT_SD,NO_NOM_COMMITTEE,NO_NOM_COMMITTEE_SD,NOM_COMMITTEE_CHAIR_IND,NOM_COMMITTEE_CHAIR_IND_SD,NOM_COMMITTEE_IND,NOM_COMMITTEE_IND_SD,CORP_BEHAV_TAX_TRANSP_SCORE,EXTERN_MANAGE_CO
THE SCOTTS MIRACLE-GRO COMPANY,IID000000002123691,US,2024-03-01,Specialty Chemicals,2023-05-09,BB,BB,0,4.10,4.20,3.80,0.55,4.40,0.12,4.70,0.33,4.90,0.16,4.30,0.16,2.30,0.16,3.30,0.07,6.50,0.00,4.40,0.12,,,4.30,0.00,7.90,,,,4.90,0.16,7.30,5.20,,,8.30,,,,7.60,,,,,,4.30,0.16,7.10,4.40,,,4.90,,,,,,,,2.30,0.16,9.60,4.90,,,3.20,,,,0.00,,3.30,0.07,3.40,2.50,,,0.00,,,,0.00,,,,,,,,0.05,,6.50,0.00,6.40,5.90,,,,,,,,,,,1.30,,4.40,0.12,7.30,4.70,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,4.30,0.00,,,,,,,,,,,,,,,11,14,2022-08-18,30,15,4,16,9,United States,41,71,17,1,No,,,,,7.90,0.92,0.88,-0.80,7.90,0.92,0.87,0.08,1.00,1.00,0.00,-0.80,-4.40,-0.23,-1.87,-0.86,-1.48,8,2005,11.09,7.14,11,3,Performance Based,No,36.36,0,0.00,No,No,US,0,18.18,Public Company,2,325.00,287.50,T,1.00,10,357.30,19,9,OH,0.01,,,,,,63.64,81.82,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-03-01,Auto Components,2022-05-26,BB,BB,0,0.04,4.60,3.60,0.24,4.20,0.35,5.50,0.41,7.60,,,,4.60,0.12,2.60,0.12,2.80,0.18,5.70,0.17,,,5.90,0.00,6.70,,,,7.60,,4.10,4.70,,,2.40,,,,6.90,,,,,,,,5.50,,,,1.90,,,,,,,,4.60,0.12,6.40,0.04,,,0.00,,,,0.00,,2.60,0.12,4.30,1.70,,,0.00,,,,0.00,,2.80,0.18,8.50,4.30,,,3.50,,3.70,0.00,0.06,2.70,,,,,,,,,5.70,0.17,0.07,5.70,,,5.70,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,5.90,0.00,,,,,,,,,,,,,,,13,14,2022-03-24,55,38,3,45,36,United States,58,95,30,6,No,,,,,6.70,0.67,0.50,-1.30,6.60,0.67,0.50,0.05,1.00,1.00,0.00,-1.30,-3.20,-0.23,-1.33,-0.55,-1.13,6,1898,7.75,7.27,9,1,Performance Based,No,0.00,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,8,10580.00,124,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-04-01,Auto Components,2022-05-26,BB,BB,0,0.04,4.70,3.60,0.24,4.20,0.35,5.70,0.41,7.60,,,,4.60,0.12,2.60,0.12,2.80,0.18,5.70,0.17,,,6.20,0.00,6.70,,,,7.60,,4.10,4.70,,,2.40,,,,6.90,,,,,,,,5.50,,,,1.90,,,,,,,,4.60,0.12,6.40,0.04,,,0.00,,,,0.00,,2.60,0.12,4.30,1.70,,,0.00,,,,0.00,,2.80,0.18,8.50,4.30,,,3.50,,3.70,0.00,0.06,2.70,,,,,,,,,5.70,0.17,0.07,5.70,,,5.70,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.20,0.00,,,,,,,,,,,,,,,13,13,2022-03-24,55,38,2,50,42,United States,58,95,33,13,No,,,,,6.70,0.67,0.49,-1.30,6.60,0.66,0.49,0.05,1.00,1.00,0.00,-1.30,-0.03,-0.23,-1.25,-0.55,-0.98,6,1898,7.83,7.36,9,1,Performance Based,No,0.00,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,8,10580.00,124,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-05-01,Auto Components,2022-05-26,BB,BB,0,0.04,4.70,3.60,0.24,4.20,0.35,5.80,0.41,7.60,,,,4.60,0.12,2.60,0.12,2.80,0.18,5.70,0.17,,,6.30,0.00,6.70,,,,7.60,,4.10,4.70,,,2.40,,,,6.90,,,,,,,,5.50,,,,1.90,,,,,,,,4.60,0.12,6.40,0.04,,,0.00,,,,0.00,,2.60,0.12,4.30,1.70,,,0.00,,,,0.00,,2.80,0.18,8.50,4.30,,,3.50,,3.70,0.00,0.06,2.70,,,,,,,,,5.70,0.17,0.07,5.70,,,5.70,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.30,0.00,,,,,,,,,,,,,,,13,14,2022-03-24,73,62,2,52,45,United States,58,95,26,2,No,,,,,6.70,0.67,0.48,-1.30,6.60,0.66,0.48,0.05,1.00,1.00,0.00,-1.30,-2.90,-0.23,-0.86,-0.55,-1.29,6,1898,7.92,7.45,9,1,Performance Based,No,8.33,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-06-01,Auto Components,2022-05-26,BB,BB,0,0.04,4.80,3.70,0.24,4.30,0.35,5.90,0.41,7.70,,,,4.70,0.12,2.60,0.12,0.03,0.18,5.60,0.17,,,6.50,0.00,6.70,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,0.00,,,,0.00,,2.60,0.12,4.30,1.70,,,0.00,,,,0.00,,0.03,0.18,8.30,4.30,,,3.50,,3.80,0.00,5.90,2.70,,,,,,,,,5.60,0.17,7.10,5.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,13,14,2022-03-24,73,61,2,58,52,United States,58,95,30,5,No,,,,,6.70,0.67,0.48,-1.30,6.60,0.67,0.48,0.06,1.00,1.00,0.00,-1.30,-2.80,-0.23,-0.86,-0.55,-1.13,6,1898,7.92,7.45,9,1,Performance Based,No,8.33,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-07-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.40,3.50,0.24,3.50,0.35,5.70,0.41,7.70,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.50,0.00,0.06,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,0.00,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,12,14,2022-03-24,73,61,2,53,46,United States,58,95,26,2,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.26,0.06,1.00,1.00,0.00,-1.60,-2.80,-0.23,-0.86,-0.55,-1.13,6,1898,0.08,7.55,9,1,Performance Based,No,8.33,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-08-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.50,0.41,7.70,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.30,0.00,0.06,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,0.00,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.30,0.00,,,,,,,,,,,,,,,12,14,2022-03-24,74,61,2,51,46,United States,55,95,25,2,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.26,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.86,-0.55,-1.29,6,1898,0.08,7.55,9,1,Performance Based,No,8.33,1,8.33,No,No,US,1,8.33,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,83.33,91.67,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-09-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.40,0.41,7.70,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.20,0.00,0.06,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,0.00,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.20,0.00,,,,,,,,,,,,,,,12,14,2022-03-24,69,55,2,50,42,United States,58,94,26,2,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.26,0.06,1.00,1.00,0.00,-1.60,-0.03,-0.23,-0.94,-0.55,-1.29,6,1898,6.47,0.06,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-10-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.60,0.41,7.70,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.40,0.00,0.06,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,0.00,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.40,0.00,,,,,,,,,,,,,,,12,14,2022-03-24,69,55,2,55,49,United States,57,94,30,6,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.26,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.94,-0.55,-1.13,6,1898,6.47,0.06,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-11-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.60,0.41,7.70,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.40,0.00,0.06,,,,7.70,,0.04,4.70,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,3.30,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.40,0.00,,,,,,,,,,,,,,,11,14,2022-03-24,69,55,2,55,49,United States,57,94,31,6,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.48,0.26,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.94,-0.55,-1.13,6,1898,6.47,0.06,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2023-12-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.60,0.41,0.10,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.40,0.00,0.06,,,,0.10,,0.04,0.07,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,3.30,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.40,0.00,,,,,,,,,,,,,,,11,14,2022-03-24,69,56,2,55,49,United States,57,94,30,6,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.48,0.26,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.94,-0.55,-1.13,6,1898,6.47,0.06,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2024-01-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.60,0.41,0.10,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.40,0.00,0.06,,,,0.10,,0.04,0.07,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,3.30,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.40,0.00,,,,,,,,,,,,,,,11,14,2022-03-24,69,56,2,55,49,United States,57,94,30,6,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.25,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.94,-0.55,-1.13,6,1898,6.80,6.36,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2024-02-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.30,3.50,0.24,3.50,0.35,5.60,0.41,0.10,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,6.40,0.00,0.06,,,,0.10,,0.04,0.07,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,3.30,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.40,0.00,,,,,,,,,,,,,,,11,14,2022-03-24,69,56,2,55,49,United States,58,94,30,6,No,,,,,0.06,0.48,0.26,-1.60,5.90,0.47,0.25,0.06,1.00,1.00,0.00,-1.60,-2.90,-0.23,-0.94,-0.55,-1.13,6,1898,6.80,6.36,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
THE GOODYEAR TIRE & RUBBER COMPANY,IID000000002123692,US,2024-03-01,Auto Components,2023-06-28,BBB,BB,1,4.80,4.90,3.50,0.24,3.50,0.35,0.07,0.41,0.10,,,,4.70,0.12,2.20,0.12,2.40,0.18,4.60,0.17,,,8.10,0.00,0.06,,,,0.10,,0.04,0.07,,,2.30,,,,6.90,,,,,,,,5.40,,,,1.90,,,,,,,,4.70,0.12,6.30,0.04,,,3.30,,,,0.00,,2.20,0.12,4.30,1.10,,,0.00,,,,0.00,,2.40,0.18,7.60,0.03,,,3.50,,3.80,0.00,4.90,1.70,,,,,,,,,4.60,0.17,7.10,4.70,,,5.60,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,8.10,0.00,,,,,,,,,,,,,,,11,14,2024-02-07,90,87,1,90,97,United States,58,94,97,96,No,,,,,0.06,0.47,0.25,-1.60,5.90,0.47,0.25,0.06,1.00,1.00,0.00,-1.60,-1.40,-0.23,-0.47,-0.55,-0.20,6,1898,0.06,6.43,9,1,Performance Based,No,6.67,1,6.67,No,No,US,1,6.67,Public Company,4,1850.00,1300.00,T,1.00,5,8020.00,125,4,OH,0.01,,,,,,86.67,93.33,1.00,1.00,0,,0,,0,,0,,0.10,No
